realization	alpha	beta	mu	lambda
133	1.732050807401538	1.732050807401538	2.196152422204614	0.20839746276439236
134	1.1649398291483521	1.1649398291483521	0.49481948744505644	0.0008833711092211949
135	1.324717953801155	1.324717953801155	0.9741538614034653	0.15887448117871647
136	0.7937005267788969	0.7937005267788969	-0.6188984196633093	1.331341640220889e-12
137	0.8323597114067525	0.8323597114067525	-0.5029208657797426	-8.477498444893284e-13
138	0.7937005227431655	0.7937005227431655	-0.412598954513669	-2.9119333934034977e-16
139	0.803760883398354	0.803760883398354	-0.5887173498049378	4.394366892625476e-14
140	0.928738718231519	0.928738718231519	-0.21378384530544303	-6.01695823728455e-12
141	0.7937005239073187	0.7937005239073187	-0.6188984282780439	-1.2489185276992267e-11
142	0.8453237265348434	0.8453237265348434	-0.46402882039546967	-3.7685197989940173e-10
143	0.8729833442096908	0.8729833442096908	-0.38104996737092756	-5.07968038552402e-14
144	0.5876014012843369	0.5876014012843369	-1.2371957961469893	7.976765832882049e-10
145	0.7071067793294787	0.7071067793294787	-0.8786796620115638	-1.604511853787701e-11
146	0.816496581956744	0.816496581956744	-0.550510254129768	1.8476932302613623e-12
147	0.8330034795217216	0.8330034795217216	-0.5009895614348352	5.129452071719226e-10
148	0.7366379052400589	0.7366379052400589	-0.7900862842798233	-7.170325757623053e-09
149	0.8685170896351337	0.8685170896351337	-0.39444873109459877	-0.0013042050244087859
150	0.7154047680087388	0.7154047680087388	-0.8537856959737837	6.3232026707383835e-12
151	0.9076994390537342	0.9076994390537342	-0.27690168283879746	-2.275934133889741e-10
152	0.6363283451646566	0.6363283451646566	-1.09101496450603	-1.6454518097189736e-09
153	0.7784937841352075	0.7784937841352075	-0.6645186475943774	-1.2653447755743003e-15
154	0.5569642800837755	0.5569642800837755	-1.3291071597486734	-2.3873151113622146e-10
155	0.8628604720967512	0.8628604720967512	-0.4114185837097464	3.471905738466865e-12
156	0.7937005292624234	0.7937005292624234	-0.6188984122127298	-8.032948743315865e-14
157	0.45160596491768956	0.45160596491768956	-1.6451821052469313	-5.580513161423448e-14
158	0.7071067823895385	0.7071067823895385	-0.8786796528313845	-8.592375459459443e-12
159	0.8627797063440085	0.8627797063440085	-0.4116608809679746	5.100987991690837e-16
160	0.5773502665882309	0.5773502665882309	-1.2679492002353074	6.722512255153384e-08
161	0.47532958288987476	0.47532958288987476	-1.574011251330376	-2.407588931774617e-12
162	0.8321627049396436	0.8321627049396436	-0.5035118851810692	-1.681412107293679e-11
163	0.9079168932512403	0.9079168932512403	-0.27624932024627924	-4.365136802764387e-09
164	0.8793852378924687	0.8793852378924687	-0.3618442863225939	-0.022971122033040563
165	0.9260093141347168	0.9260093141347168	-0.2219720575958497	-1.7529680364134342e-09
166	0.8846461744972103	0.8846461744972103	-0.34606147650836916	9.94042834273388e-10
167	0.7951977290213108	0.7951977290213108	-0.6144068129360676	2.2468264160297606e-12
168	0.8321627038531005	0.8321627038531005	-0.5035118884406984	1.2698907602216477e-11
169	0.5611914740875363	0.5611914740875363	-1.316425577737391	-1.6462577571057184e-13
170	0.9183796465707321	0.9183796465707321	-0.24486106028780363	-6.10954928972949e-11
171	0.8347853249870241	0.8347853249870241	-0.4956440250389278	4.0638708869730664e-10
172	0.5939047882954279	0.5939047882954279	-1.2182856351137161	-6.295946518473449e-17
173	0.7894035369157792	0.7894035369157792	-0.6317893892526623	-0.00015873690995640448
174	0.7515320669859646	0.7515320669859646	-0.7454037990421061	8.527778172262158e-12
175	0.6987499367445706	0.6987499367445706	-0.9037501897662881	1.0480144811899081e-10
176	0.6489996004849672	0.6489996004849672	-1.0530011985450984	-0.013284858047720408
177	0.6180339861661195	0.6180339861661195	-1.1458980415016415	3.76264731933712e-14
178	0.7071067809260317	0.7071067809260317	-0.8786796572219048	2.72109334305444e-20
179	0.8580943296353022	0.8580943296353022	-0.2838113407293956	-0.022438361525840674
180	0.5962060708552599	0.5962060708552599	-1.2113817874342203	-1.879504261538391e-11
181	0.8064439340960234	0.8064439340960234	-0.5806681977119297	5.900811613858551e-11
182	0.8755503511056304	0.8755503511056304	-0.3733489466831088	-1.4120579453977429e-11
183	0.852265078574419	0.852265078574419	-0.44320476427674294	-8.605761228529495e-08
184	0.8433071319013834	0.8433071319013834	-0.4700786042958498	-2.0678380395804936e-13
185	0.7071067786309868	0.7071067786309868	-0.8786796641070396	5.404304115775108e-13
186	0.6692710109055042	0.6692710109055042	-0.9921869672834873	-2.2072779594355016e-10
187	0.9563843559473755	0.9563843559473755	-0.13084693215787357	-1.5962577551072064e-11
188	0.9051661679986864	0.9051661679986864	-0.2845014960039407	-3.075389452716227e-12
189	0.7399078756570816	0.7399078756570816	-0.7802763730287552	-9.870211530139959e-11
190	0.8921018182300031	0.8921018182300031	-0.32369454530999064	-5.011195274391525e-11
191	0.6823278035968542	0.6823278035968542	-0.9530165892094374	-2.464948371535393e-09
192	0.6279121802654117	0.6279121802654117	-1.1162634592037648	-2.5232042719310163e-11
193	0.87555034942925	0.87555034942925	-0.3733489517122499	-9.37835301545239e-12
194	0.7071067813783883	0.7071067813783883	-0.878679655864835	-1.5878679692494826e-10
195	0.8483748982350031	0.8483748982350031	-0.45487530529499065	-2.1992265010639113e-15
196	0.8051544155925512	0.8051544155925512	-0.5845367532223464	-1.0808017908051625e-09
197	0.526503921719268	0.526503921719268	-1.420488234842196	4.039381060272652e-12
198	0.5651977164670825	0.5651977164670825	-1.3044068505987525	-2.2207612407978982e-14
199	0.747567533981055	0.747567533981055	-0.7572973980568349	5.521082783801027e-11
200	0.5503212087787688	0.5503212087787688	-1.3490363736636937	3.8136727425952605e-09
201	0.7548776646809918	0.7548776646809918	-0.7353670059570245	1.6742274682012563e-12
202	0.7807764081905286	0.7807764081905286	-0.6576707754284141	-4.925389613088865e-11
203	0.5981934983283281	0.5981934983283281	-1.2054195050150156	3.200960750454557e-14
204	0.9408285568157831	0.9408285568157831	-0.17751432955265056	4.000629204285004e-10
205	0.6227115085348487	0.6227115085348487	-1.131865474395454	-1.2156384738511332e-10
206	0.9532792307436466	0.9532792307436466	-0.14016230776906013	-0.0470858701043193
207	0.7861513802781701	0.7861513802781701	-0.6415458591654897	1.2450202934651204e-13
208	0.8625185837348303	0.8625185837348303	-0.4124442487955092	-0.03352200470969688
209	0.7071067821234465	0.7071067821234465	-0.8786796536296606	1.1775094264933086e-11
